0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 285
0, 285
0, 285
285, 570
285, 570
285, 570
285, 857
285, 857
285, 857
570, 1142
570, 1142
570, 1142
570, 1427
570, 1427
570, 1427
570, 1427
857, 1712
857, 1712
857, 1712
857, 1996
857, 1996
857, 1996
1142, 2279
1142, 2279
1142, 2279
1142, 2562
1142, 2562
1142, 2562
1427, 2844
1427, 2844
1427, 2844
1427, 3126
1427, 3126
1427, 3126
1427, 3126
1712, 3406
1712, 3406
1712, 3406
1712, 3685
1712, 3685
1712, 3685
1996, 3963
1996, 3963
1996, 3963
1996, 4240
1996, 4240
1996, 4240
2279, 4515
2279, 4515
2279, 4515
2279, 4515
2279, 4789
2279, 4789
2279, 4789
2562, 5063
2562, 5063
2562, 5063
2562, 5333
2562, 5333
2562, 5333
2844, 5603
2844, 5603
2844, 5603
2844, 5870
2844, 5870
2844, 5870
3126, 6137
3126, 6137
3126, 6137
3126, 6137
3126, 6401
3126, 6401
3126, 6401
3406, 6663
3406, 6663
3406, 6663
3406, 6924
3406, 6924
3406, 6924
3685, 7181
3685, 7181
3685, 7181
3685, 7437
3685, 7437
3685, 7437
3685, 7437
3963, 7691
3963, 7691
3963, 7691
3963, 7943
3963, 7943
3963, 7943
4240, 8192
4240, 8192
4240, 8192
4240, 8438
4240, 8438
4240, 8438
4515, 8682
4515, 8682
4515, 8682
4515, 8923
4515, 8923
4515, 8923
4515, 8923
4789, 9160
4789, 9160
4789, 9160
4789, 9396
4789, 9396
4789, 9396
5063, 9629
5063, 9629
5063, 9629
5063, 9860
5063, 9860
5063, 9860
5333, 10086
5333, 10086
5333, 10086
5333, 10086
5333, 10310
5333, 10310
5333, 10310
5603, 10530
5603, 10530
5603, 10530
5603, 10748
5603, 10748
5603, 10748
5870, 10963
5870, 10963
5870, 10963
5870, 11172
5870, 11172
5870, 11172
6137, 11380
6137, 11380
6137, 11380
6137, 11380
6137, 11585
6137, 11585
6137, 11585
6401, 11785
6401, 11785
6401, 11785
6401, 11982
6401, 11982
6401, 11982
6663, 12175
6663, 12175
6663, 12175
6663, 12365
6663, 12365
6663, 12365
6663, 12365
6924, 12550
6924, 12550
6924, 12550
6924, 12732
6924, 12732
6924, 12732
7181, 12911
7181, 12911
7181, 12911
7181, 13084
7181, 13084
7181, 13084
7437, 13255
7437, 13255
7437, 13255
7437, 13420
7437, 13420
7437, 13420
7437, 13420
7691, 13582
7691, 13582
7691, 13582
7691, 13740
7691, 13740
7691, 13740
7943, 13894
7943, 13894
7943, 13894
7943, 14043
7943, 14043
7943, 14043
8192, 14189
8192, 14189
8192, 14189
8192, 14189
8192, 14329
8192, 14329
8192, 14329
